run_id,config_name,total_ram_mb,cpu_cores,batch_size,buffer_size,learning_rate,beta,epsilon,lambd,num_epoch,num_layers,hidden_units,gamma,strength,time_horizon,summary_freq,keep_checkpoints,max_steps,cpu_avg_unity,cpu_peak_unity,ram_avg_unity,ram_peak_unity,cpu_avg_python,cpu_peak_python,ram_avg_python,ram_peak_python,duration_sec
run_1764202910,config_333.yaml,11700.625,6,608,3465,0.0003,0.01,0.3,0.99,3,2,238,0.999,0.5,78,2955,5,50000,26.175000000000022,51.9,158.24245383522728,161.0859375,286.9238636363636,303.2,506.46262428977275,516.42578125,43.61568355560303
run_1764202995,config_334.yaml,11700.625,6,106,12350,0.0003,0.01,0.3,0.99,7,4,280,0.999,0.5,21,1803,5,50000,14.219375000000017,45.9,158.760986328125,167.76171875,274.8512500000003,303.3,528.68134765625,547.4296875,79.70816373825073
run_1764203048,config_335.yaml,11700.625,6,806,12521,0.0003,0.01,0.3,0.99,6,1,148,0.999,0.5,121,3219,5,50000,24.22244897959186,73.8,157.14660395408163,161.09765625,257.2204081632653,301.4,529.873684630102,546.203125,48.625773429870605
run_1764203112,config_336.yaml,11700.625,6,708,10032,0.0003,0.01,0.3,0.99,9,2,119,0.999,0.5,81,536,5,50000,20.034453781512624,73.7,155.7671349789916,159.06640625,258.7638655462185,303.4,519.7318146008404,534.421875,59.172934770584106
run_1764203160,config_337.yaml,11700.625,6,331,15751,0.0003,0.01,0.3,0.99,3,1,451,0.999,0.5,125,4581,5,50000,25.401149425287382,59.9,158.75601652298852,167.59765625,266.7977011494251,301.4,531.7802173132184,551.046875,43.10508394241333
run_1764203235,config_338.yaml,11700.625,6,570,14021,0.0003,0.01,0.3,0.99,7,4,267,0.999,0.5,101,4324,5,50000,16.14172661870505,75.8,158.42847909172662,161.51953125,262.5438848920865,302.1,549.4848246402878,571.9921875,69.184561252594
run_1764203306,config_339.yaml,11700.625,6,795,7675,0.0003,0.01,0.3,0.99,6,3,429,0.999,0.5,41,3873,5,50000,16.038805970149266,41.9,156.2080223880597,164.1640625,279.0410447761193,302.3,553.1610890858209,570.54296875,66.68447279930115
run_1764203360,config_33.yaml,11700.625,6,504,2126,0.0003,0.01,0.3,0.99,6,1,289,0.999,0.5,36,3942,5,50000,21.496969696969717,67.8,156.45738636363637,158.91015625,290.57777777777784,301.4,495.70205965909093,504.296875,49.114489793777466
run_1764203431,config_340.yaml,11700.625,6,266,16343,0.0003,0.01,0.3,0.99,7,3,89,0.999,0.5,32,2711,5,50000,17.45112781954889,57.9,159.23725328947367,166.328125,258.6488721804511,303.1,527.8881872650376,541.625,66.17499446868896
run_1764203494,config_341.yaml,11700.625,6,583,4388,0.0003,0.01,0.3,0.99,6,4,227,0.999,0.5,122,874,5,50000,18.91120689655174,73.2,157.16237877155172,159.1171875,279.3784482758621,301.4,530.7375067349138,540.2109375,57.64729857444763
run_1764203550,config_342.yaml,11700.625,6,838,12117,0.0003,0.01,0.3,0.99,4,3,282,0.999,0.5,77,4746,5,50000,21.92058823529414,83.6,157.20683976715685,161.109375,268.6460784313726,302.4,567.5239736519608,598.171875,50.6251425743103
run_1764203602,config_343.yaml,11700.625,6,293,1555,0.0003,0.01,0.3,0.99,4,4,80,0.999,0.5,93,685,5,50000,22.974736842105287,45.9,155.00793585526316,159.0234375,289.5452631578948,303.4,493.62113486842105,501.3203125,47.11509394645691
run_1764203641,config_344.yaml,11700.625,6,187,16312,0.0003,0.01,0.3,0.99,1,2,145,0.999,0.5,28,2265,5,50000,30.266666666666694,47.9,158.12284873188406,163.953125,278.04637681159414,302.5,519.7648324275362,539.4296875,34.080875873565674
run_1764203716,config_345.yaml,11700.625,6,578,6073,0.0003,0.01,0.3,0.99,7,3,349,0.999,0.5,24,2564,5,50000,16.363120567375905,59.8,156.17711103723406,165.85546875,283.40709219858195,301.6,530.0385361258865,555.6171875,70.18510055541992
run_1764203770,config_346.yaml,11700.625,6,340,10245,0.0003,0.01,0.3,0.99,5,1,281,0.999,0.5,67,2765,5,50000,23.07857142857145,61.8,160.70727040816325,163.18359375,269.115306122449,302.8,516.7422672193877,529.8359375,48.62596917152405
run_1764203840,config_347.yaml,11700.625,6,208,12631,0.0003,0.01,0.3,0.99,8,2,286,0.999,0.5,68,2886,5,50000,16.392424242424262,43.9,156.37088660037878,164.84765625,263.7219696969699,303.3,523.9110144412879,546.7890625,65.66601943969727
run_1764203900,config_348.yaml,11700.625,6,376,11303,0.0003,0.01,0.3,0.99,6,3,112,0.999,0.5,30,2588,5,50000,20.8218181818182,71.8,155.472265625,159.03515625,265.069090909091,303.4,517.2868963068182,530.2421875,54.65082550048828
run_1764203945,config_349.yaml,11700.625,6,198,15496,0.0003,0.01,0.3,0.99,2,1,242,0.999,0.5,71,4468,5,50000,27.076250000000027,57.9,156.26630859375,161.2578125,273.84000000000003,301.4,521.7984375,540.0703125,39.595197916030884
run_1764204018,config_34.yaml,11700.625,6,938,16304,0.0003,0.01,0.3,0.99,9,2,505,0.999,0.5,70,3277,5,50000,16.991304347826105,55.9,156.46696671195653,159.515625,262.0500000000002,303.0,561.1031476449275,589.328125,68.68243336677551
run_1764204068,config_350.yaml,11700.625,6,141,2459,0.0003,0.01,0.3,0.99,3,1,157,0.999,0.5,76,2861,5,50000,25.77032967032969,65.9,158.33713942307693,161.171875,287.2021978021979,301.7,492.16878434065933,499.953125,45.13191103935242
run_1764204130,config_351.yaml,11700.625,6,611,9605,0.0003,0.01,0.3,0.99,4,4,381,0.999,0.5,115,3171,5,50000,18.51491228070177,47.9,155.93307976973685,165.67578125,275.8236842105263,301.6,551.9649122807018,577.9453125,56.633208990097046
run_1764204196,config_352.yaml,11700.625,6,786,4229,0.0003,0.01,0.3,0.99,8,3,182,0.999,0.5,123,4329,5,50000,19.283064516129052,55.9,157.85392515120967,166.16015625,282.0782258064519,302.8,530.4128024193549,549.25390625,61.672471046447754
run_1764204250,config_353.yaml,11700.625,6,66,11965,0.0003,0.01,0.3,0.99,2,4,170,0.999,0.5,121,541,5,50000,23.026262626262643,73.7,155.35250946969697,159.23046875,277.4535353535354,302.2,523.0270280934343,536.53515625,49.129101514816284
run_1764204317,config_354.yaml,11700.625,6,945,11194,0.0003,0.01,0.3,0.99,5,3,510,0.999,0.5,102,1400,5,50000,18.46612903225808,75.8,157.96685987903226,161.109375,272.75967741935494,303.2,574.6488155241935,604.44921875,61.651633501052856
run_1764204386,config_355.yaml,11700.625,6,156,16178,0.0003,0.01,0.3,0.99,6,4,207,0.999,0.5,110,878,5,50000,18.626356589147306,81.8,158.16848352713177,161.58984375,270.0116279069767,303.3,536.8854469476744,553.70703125,64.17590379714966
run_1764204443,config_356.yaml,11700.625,6,414,6623,0.0003,0.01,0.3,0.99,6,2,142,0.999,0.5,98,4701,5,50000,22.95714285714288,71.8,158.59720982142858,161.0703125,269.53714285714295,303.2,513.8567336309524,526.328125,52.146727561950684
run_1764204497,config_357.yaml,11700.625,6,565,12956,0.0003,0.01,0.3,0.99,5,2,98,0.999,0.5,88,2336,5,50000,23.224489795918387,57.9,156.95149075255102,161.1171875,260.2908163265307,303.4,519.7380819515306,543.5078125,48.619309186935425
run_1764204555,config_358.yaml,11700.625,6,760,8468,0.0003,0.01,0.3,0.99,9,2,207,0.999,0.5,63,3126,5,50000,18.50370370370372,45.9,155.65643084490742,164.90625,265.0342592592593,301.5,529.6405164930555,545.1953125,53.63115334510803
run_1764204620,config_359.yaml,11700.625,6,918,8917,0.0003,0.01,0.3,0.99,7,4,254,0.999,0.5,80,2529,5,50000,16.599173553719023,45.9,157.95402892561984,161.046875,271.10909090909104,301.5,561.9317213326447,583.078125,60.145808935165405
run_1764204663,config_35.yaml,11700.625,6,234,13536,0.0003,0.01,0.3,0.99,2,2,320,0.999,0.5,81,4461,5,50000,26.34935064935067,61.9,154.04449066558442,159.046875,273.6207792207792,302.8,567.4225344967532,593.76953125,38.090015172958374
run_1764204707,config_360.yaml,11700.625,6,353,5267,0.0003,0.01,0.3,0.99,4,1,187,0.999,0.5,116,1833,5,50000,25.32784810126584,45.9,156.47493077531647,161.28125,282.48987341772147,303.3,504.80325356012656,514.75390625,39.09323048591614
run_1764204784,config_361.yaml,11700.625,6,219,14588,0.0003,0.01,0.3,0.99,7,2,449,0.999,0.5,48,3568,5,50000,16.013793103448293,45.9,157.82804418103447,162.26171875,269.937931034483,302.1,536.096713362069,549.76953125,72.19909691810608
run_1764204862,config_362.yaml,11700.625,6,609,1777,0.0003,0.01,0.3,0.99,7,3,363,0.999,0.5,77,2791,5,50000,15.620689655172429,47.2,154.19086745689654,163.33203125,292.7448275862071,301.4,522.0783405172414,549.70703125,72.20095562934875
run_1764204919,config_363.yaml,11700.625,6,167,2997,0.0003,0.01,0.3,0.99,2,4,383,0.999,0.5,38,1587,5,50000,20.89716981132078,45.9,159.88369693396226,163.8984375,290.7971698113209,303.3,513.4888340212265,523.64453125,52.638675689697266
run_1764204983,config_364.yaml,11700.625,6,549,5799,0.0003,0.01,0.3,0.99,5,2,505,0.999,0.5,54,4832,5,50000,19.324369747899183,79.8,157.62017463235293,161.1328125,280.8025210084035,301.6,530.1580882352941,542.015625,59.15203595161438
run_1764205027,config_365.yaml,11700.625,6,237,6044,0.0003,0.01,0.3,0.99,2,1,200,0.999,0.5,112,4582,5,50000,28.00128205128207,75.9,159.94876802884616,163.08203125,282.1192307692307,301.4,507.1047175480769,518.82421875,38.604671001434326
run_1764205098,config_366.yaml,11700.625,6,86,3134,0.0003,0.01,0.3,0.99,7,2,106,0.999,0.5,39,1703,5,50000,16.047014925373148,43.9,156.11657532649255,164.703125,292.08208955223904,303.4,491.99000116604475,508.796875,66.6585795879364
run_1764205160,config_367.yaml,11700.625,6,243,12561,0.0003,0.01,0.3,0.99,5,2,350,0.999,0.5,30,2662,5,50000,19.288596491228088,51.9,155.8260348135965,162.203125,272.27105263157887,301.5,526.2788514254386,548.7109375,56.651045083999634
run_1764205208,config_368.yaml,11700.625,6,841,10342,0.0003,0.01,0.3,0.99,4,2,71,0.999,0.5,116,681,5,50000,28.54137931034485,75.4,156.297503591954,159.06640625,267.70000000000005,301.7,520.4677622126437,536.04296875,43.115768909454346
run_1764205265,config_369.yaml,11700.625,6,978,11733,0.0003,0.01,0.3,0.99,5,3,310,0.999,0.5,87,4718,5,50000,21.59238095238097,75.4,157.2529761904762,161.296875,267.2466666666667,302.7,551.7768973214286,574.49609375,52.13839864730835
run_1764205314,config_36.yaml,11700.625,6,196,14294,0.0003,0.01,0.3,0.99,3,1,388,0.999,0.5,104,2386,5,50000,24.113636363636385,55.9,158.4576970880682,164.75,265.37840909090914,303.1,546.7432084517045,576.2578125,43.608864068984985
run_1764205356,config_370.yaml,11700.625,6,710,13903,0.0003,0.01,0.3,0.99,1,2,452,0.999,0.5,53,4415,5,50000,29.86000000000003,59.9,155.7875,159.078125,281.1186666666667,301.4,544.50375,574.12109375,37.094889879226685
run_1764205421,config_371.yaml,11700.625,6,738,13853,0.0003,0.01,0.3,0.99,9,2,205,0.999,0.5,94,3797,5,50000,17.524793388429767,57.9,158.19831482438016,166.21875,253.6537190082646,303.4,532.9725916838843,554.3828125,60.150561809539795
run_1764205494,config_372.yaml,11700.625,6,160,13757,0.0003,0.01,0.3,0.99,7,2,423,0.999,0.5,47,2026,5,50000,15.607299270073009,69.8,156.58385606751824,159.42578125,270.089781021898,301.6,533.7590100364963,546.16796875,68.15882110595703
run_1764205555,config_373.yaml,11700.625,6,472,10643,0.0003,0.01,0.3,0.99,7,1,91,0.999,0.5,106,3819,5,50000,20.013392857142872,47.8,155.66751534598214,164.140625,257.61250000000007,301.5,519.9673549107143,541.57421875,55.6493353843689
run_1764205609,config_374.yaml,11700.625,6,386,4094,0.0003,0.01,0.3,0.99,4,4,155,0.999,0.5,107,3547,5,50000,23.28686868686871,51.8,158.728180239899,165.52734375,280.19292929292936,303.3,512.2437263257576,524.2890625,49.12952899932861
run_1764205708,config_375.yaml,11700.625,6,88,15917,0.0003,0.01,0.3,0.99,10,2,196,0.999,0.5,83,746,5,50000,12.432804232804246,75.8,159.32291666666666,161.58984375,262.48624338624353,301.4,532.7343956679895,546.9375,94.23653507232666
run_1764205774,config_376.yaml,11700.625,6,777,13102,0.0003,0.01,0.3,0.99,7,2,274,0.999,0.5,115,2132,5,50000,20.607377049180347,97.7,157.65596183401638,161.03125,257.56065573770496,302.8,540.4550461065573,559.16796875,60.68428158760071
run_1764205833,config_377.yaml,11700.625,6,116,5664,0.0003,0.01,0.3,0.99,3,2,198,0.999,0.5,91,1210,5,50000,23.235779816513784,65.7,153.58532826834863,163.37109375,282.94036697247714,301.4,501.0867975917431,520.0078125,54.14683985710144
run_1764205885,config_378.yaml,11700.625,6,122,2295,0.0003,0.01,0.3,0.99,1,3,366,0.999,0.5,28,2179,5,50000,26.072916666666696,93.8,154.740966796875,163.6484375,287.0458333333334,301.6,502.8592122395833,517.58984375,47.61329007148743
run_1764205934,config_379.yaml,11700.625,6,966,14819,0.0003,0.01,0.3,0.99,2,3,228,0.999,0.5,45,2587,5,50000,26.580681818181844,55.9,156.55686257102272,159.2421875,275.2943181818182,301.8,546.07373046875,571.328125,43.61671447753906
run_1764205975,config_37.yaml,11700.625,6,289,8419,0.0003,0.01,0.3,0.99,1,2,322,0.999,0.5,57,545,5,50000,30.012162162162195,75.8,156.0230152027027,161.21484375,281.74189189189184,303.2,547.8541490709459,564.80078125,36.59972810745239
run_1764206038,config_380.yaml,11700.625,6,79,16269,0.0003,0.01,0.3,0.99,3,2,502,0.999,0.5,76,2436,5,50000,20.731304347826114,55.8,157.19595788043478,166.12109375,279.41739130434786,303.4,536.7943274456521,556.4375,57.15383791923523
run_1764206096,config_381.yaml,11700.625,6,330,2269,0.0003,0.01,0.3,0.99,7,2,92,0.999,0.5,36,3494,5,50000,21.177570093457962,63.9,156.61576372663552,159.11328125,289.77383177570084,301.4,490.81049211448595,498.890625,53.142558574676514
run_1764206183,config_382.yaml,11700.625,6,274,10854,0.0003,0.01,0.3,0.99,8,3,357,0.999,0.5,41,2807,5,50000,14.718787878787898,63.9,159.73214962121213,164.4765625,273.7254545454549,303.4,530.4148910984849,541.25390625,82.21149492263794
run_1764206248,config_383.yaml,11700.625,6,952,5244,0.0003,0.01,0.3,0.99,8,2,348,0.999,0.5,106,1971,5,50000,18.62644628099175,83.8,157.091361053719,162.32421875,278.21818181818213,301.7,533.4664256198347,545.18359375,60.14935278892517
run_1764206298,config_384.yaml,11700.625,6,372,1633,0.0003,0.01,0.3,0.99,4,1,420,0.999,0.5,115,3530,5,50000,25.0877777777778,55.9,156.53958333333333,159.17578125,289.9688888888889,303.3,498.3803819444444,507.9140625,44.610008239746094
run_1764206377,config_385.yaml,11700.625,6,482,11546,0.0003,0.01,0.3,0.99,9,2,408,0.999,0.5,24,3507,5,50000,14.187162162162176,41.9,156.62309966216216,164.49609375,264.53445945945947,303.4,534.3034997888514,554.90234375,73.68125081062317
run_1764206432,config_386.yaml,11700.625,6,391,9149,0.0003,0.01,0.3,0.99,3,2,257,0.999,0.5,18,1245,5,50000,23.712745098039246,79.5,157.27960324754903,166.015625,277.0294117647059,301.6,514.390012254902,533.3828125,50.63457202911377
run_1764206518,config_387.yaml,11700.625,6,1010,12029,0.0003,0.01,0.3,0.99,10,3,430,0.999,0.5,46,2284,5,50000,13.506172839506187,63.8,158.76297260802468,165.75390625,264.76296296296323,303.4,572.7912326388889,590.984375,80.69775247573853
run_1764206569,config_388.yaml,11700.625,6,433,9806,0.0003,0.01,0.3,0.99,3,3,325,0.999,0.5,121,4957,5,50000,23.331182795698947,61.9,156.4767305107527,158.984375,272.85913978494614,303.1,533.6288642473119,552.13671875,46.11938714981079
run_1764206641,config_389.yaml,11700.625,6,820,8954,0.0003,0.01,0.3,0.99,9,2,465,0.999,0.5,75,2379,5,50000,14.613333333333346,49.7,161.4273726851852,163.29296875,274.2385185185189,303.0,548.5282986111112,565.71875,67.1478943824768
run_1764206728,config_38.yaml,11700.625,6,817,1098,0.0003,0.01,0.3,0.99,10,4,342,0.999,0.5,62,773,5,50000,13.599390243902452,55.9,157.58145960365854,159.34375,295.03841463414665,301.6,541.3093321265244,552.3828125,81.70281338691711
run_1764206779,config_390.yaml,11700.625,6,949,14887,0.0003,0.01,0.3,0.99,3,2,421,0.999,0.5,102,1440,5,50000,23.128723404255343,67.9,154.8905003324468,159.0859375,269.6808510638298,301.6,550.9411569148937,581.44921875,46.613635540008545
run_1764206829,config_391.yaml,11700.625,6,853,11914,0.0003,0.01,0.3,0.99,4,3,278,0.999,0.5,68,3372,5,50000,24.525555555555577,71.8,158.34461805555554,161.05078125,276.03333333333336,301.8,542.7670138888889,562.15625,44.61590600013733
run_1764206885,config_392.yaml,11700.625,6,118,3701,0.0003,0.01,0.3,0.99,3,3,233,0.999,0.5,37,3329,5,50000,21.443809523809545,91.8,157.23002232142858,166.37109375,286.8657142857144,303.3,500.9636160714286,509.2265625,52.12655305862427
run_1764206953,config_393.yaml,11700.625,6,715,12271,0.0003,0.01,0.3,0.99,9,2,328,0.999,0.5,74,2994,5,50000,17.90472440944884,69.9,158.15148252952756,165.51953125,256.12440944881894,302.9,568.8388287401575,593.125,63.16369009017944
run_1764207000,config_394.yaml,11700.625,6,994,7912,0.0003,0.01,0.3,0.99,1,4,445,0.999,0.5,87,1514,5,50000,26.64047619047622,47.9,157.34584263392858,166.8671875,283.78571428571433,303.3,560.5467819940476,592.44921875,41.604345083236694
run_1764207051,config_395.yaml,11700.625,6,557,13157,0.0003,0.01,0.3,0.99,4,2,220,0.999,0.5,39,3198,5,50000,25.140217391304372,75.7,156.6323879076087,159.3046875,268.7630434782609,301.4,522.5432659646739,539.09765625,45.6176323890686
run_1764207099,config_396.yaml,11700.625,6,169,6508,0.0003,0.01,0.3,0.99,2,3,281,0.999,0.5,78,4209,5,50000,24.29545454545457,69.9,156.52601207386363,164.7109375,281.57840909090913,302.5,511.00297407670456,532.7265625,43.61012816429138
run_1764207214,config_397.yaml,11700.625,6,262,5117,0.0003,0.01,0.3,0.99,10,4,379,0.999,0.5,108,1722,5,50000,10.701801801801812,45.9,157.27475717905406,164.8203125,285.0806306306311,303.3,530.805444115991,544.94140625,110.77187418937683
run_1764207262,config_398.yaml,11700.625,6,446,13936,0.0003,0.01,0.3,0.99,3,2,261,0.999,0.5,34,1763,5,50000,25.156976744186068,61.9,160.33012354651163,163.0546875,269.7325581395348,303.3,526.3459302325581,544.2421875,42.61605262756348
run_1764207322,config_399.yaml,11700.625,6,907,3470,0.0003,0.01,0.3,0.99,4,3,436,0.999,0.5,114,2752,5,50000,20.24504504504506,59.9,156.88678913288288,159.0546875,290.27117117117115,301.6,547.1102899774775,563.09375,55.14883494377136
run_1764207428,config_39.yaml,11700.625,6,68,15971,0.0003,0.01,0.3,0.99,9,2,471,0.999,0.5,99,1660,5,50000,11.396039603960407,53.9,159.23035272277227,161.30078125,276.3727722772281,303.3,543.6505840037129,553.84375,100.75277590751648
run_1764207470,config_3.yaml,11700.625,6,278,8210,0.0003,0.01,0.3,0.99,2,3,75,0.999,0.5,58,3994,5,50000,27.87236842105266,53.9,156.09159128289474,158.99609375,277.42631578947356,303.3,505.8192845394737,518.16796875,37.59251594543457
run_1764207541,config_400.yaml,11700.625,6,571,15785,0.0003,0.01,0.3,0.99,10,1,386,0.999,0.5,98,1964,5,50000,16.700000000000014,77.9,156.17663944128788,159.62890625,249.75606060606063,301.5,539.0103870738636,552.515625,65.6611807346344
run_1764207584,config_401.yaml,11700.625,6,181,15758,0.0003,0.01,0.3,0.99,1,2,379,0.999,0.5,105,4897,5,50000,30.050000000000026,67.8,157.71407277960526,161.10546875,279.5776315789473,302.7,531.3521792763158,555.42578125,37.59368014335632
run_1764207643,config_402.yaml,11700.625,6,605,10280,0.0003,0.01,0.3,0.99,5,3,276,0.999,0.5,83,4395,5,50000,21.699082568807356,53.9,155.68929185779817,159.1953125,271.1440366972477,303.3,532.9749139908257,547.6015625,54.14403533935547
run_1764207695,config_403.yaml,11700.625,6,798,14157,0.0003,0.01,0.3,0.99,4,3,120,0.999,0.5,92,2624,5,50000,25.04148936170215,67.8,156.9899019281915,161.1328125,266.40106382978735,301.5,535.3816073803191,552.91015625,46.61814999580383
run_1764207739,config_404.yaml,11700.625,6,652,7606,0.0003,0.01,0.3,0.99,2,3,217,0.999,0.5,98,4078,5,50000,25.875000000000018,51.9,156.4658203125,161.1796875,278.81875,301.4,523.649462890625,540.11328125,39.59998154640198
run_1764207812,config_405.yaml,11700.625,6,927,10682,0.0003,0.01,0.3,0.99,10,4,173,0.999,0.5,120,3249,5,50000,16.61617647058825,79.8,157.50792738970588,159.48828125,257.6801470588236,301.5,543.4559397977941,559.73828125,67.6682517528534
run_1764207882,config_406.yaml,11700.625,6,93,2682,0.0003,0.01,0.3,0.99,5,4,144,0.999,0.5,34,1555,5,50000,16.626717557251926,53.9,156.1153983778626,165.73828125,291.3786259541987,302.9,493.55999522900765,503.62109375,65.16183090209961
run_1764207926,config_407.yaml,11700.625,6,739,1709,0.0003,0.01,0.3,0.99,2,2,88,0.999,0.5,77,3344,5,50000,29.340000000000025,65.9,158.407470703125,161.19921875,289.10875,302.5,495.45205078125,503.390625,39.60843849182129
run_1764208008,config_408.yaml,11700.625,6,802,8572,0.0003,0.01,0.3,0.99,7,3,463,0.999,0.5,52,2854,5,50000,14.81960784313727,69.8,159.68716809640523,161.48046875,275.51699346405263,301.4,560.6531352124183,577.64453125,76.1953957080841
run_1764208070,config_409.yaml,11700.625,6,671,6242,0.0003,0.01,0.3,0.99,6,4,230,0.999,0.5,100,2410,5,50000,20.117543859649142,49.8,155.66118421052633,165.515625,282.7087719298247,303.3,518.147032620614,533.22265625,56.656368017196655
run_1764208156,config_40.yaml,11700.625,6,101,9889,0.0003,0.01,0.3,0.99,7,2,482,0.999,0.5,51,3471,5,50000,12.980000000000013,51.9,155.02445549242424,157.5,278.54242424242466,303.3,525.7694602272727,535.5,82.19351291656494
run_1764208209,config_410.yaml,11700.625,6,267,6474,0.0003,0.01,0.3,0.99,3,3,211,0.999,0.5,119,3659,5,50000,22.96250000000002,51.8,158.99951171875,166.7109375,280.6458333333334,302.6,516.0511067708334,538.65625,47.61658453941345
run_1764208261,config_411.yaml,11700.625,6,577,14741,0.0003,0.01,0.3,0.99,4,4,129,0.999,0.5,74,4551,5,50000,22.693684210526342,71.8,155.22212171052632,164.515625,264.4926315789474,302.5,532.4460526315789,554.7109375,47.118250131607056
run_1764208320,config_412.yaml,11700.625,6,505,15243,0.0003,0.01,0.3,0.99,7,3,283,0.999,0.5,90,3690,5,50000,20.05412844036699,51.9,156.95613532110093,158.984375,264.59633027522943,302.4,546.6291571100918,566.83203125,54.12854361534119
run_1764208377,config_413.yaml,11700.625,6,123,10623,0.0003,0.01,0.3,0.99,4,3,143,0.999,0.5,121,3392,5,50000,20.922857142857158,67.8,155.11919642857143,163.4765625,273.81047619047615,302.6,518.9947916666666,532.83984375,52.14709448814392
run_1764208424,config_414.yaml,11700.625,6,714,13177,0.0003,0.01,0.3,0.99,4,2,337,0.999,0.5,35,3080,5,50000,24.992771084337374,57.9,156.2734375,159.046875,270.3493975903615,301.5,539.4518072289156,560.91015625,41.0917444229126
run_1764208467,config_415.yaml,11700.625,6,367,12154,0.0003,0.01,0.3,0.99,2,1,193,0.999,0.5,38,4593,5,50000,27.48717948717951,57.9,156.31600560897436,161.1796875,274.93589743589735,302.1,515.7999799679487,540.421875,38.595741510391235
run_1764208549,config_416.yaml,11700.625,6,241,2976,0.0003,0.01,0.3,0.99,8,3,250,0.999,0.5,16,522,5,50000,15.059740259740273,45.4,156.51816152597402,159.6640625,293.14155844155886,302.9,499.7086546266234,516.73828125,76.69649362564087
run_1764208589,config_417.yaml,11700.625,6,988,1690,0.0003,0.01,0.3,0.99,2,1,111,0.999,0.5,117,3914,5,50000,28.457746478873258,45.9,153.80881382042253,159.0078125,286.4380281690141,301.4,503.2032900528169,513.984375,35.08820414543152
run_1764208656,config_418.yaml,11700.625,6,143,7620,0.0003,0.01,0.3,0.99,7,3,84,0.999,0.5,93,1564,5,50000,18.142400000000016,49.9,154.02628125,157.296875,271.82320000000016,301.4,507.4574375,516.73046875,62.157241106033325
run_1764208728,config_419.yaml,11700.625,6,705,7442,0.0003,0.01,0.3,0.99,10,3,170,0.999,0.5,47,1189,5,50000,16.51791044776121,55.9,156.017723880597,159.3671875,270.80522388059734,303.4,517.0153043376865,528.55078125,66.67419409751892
run_1764208802,config_41.yaml,11700.625,6,781,13698,0.0003,0.01,0.3,0.99,9,2,265,0.999,0.5,16,4600,5,50000,17.644285714285733,47.9,156.48434709821427,159.734375,256.1907142857145,303.3,539.8328125,557.30078125,69.69738626480103
run_1764208868,config_420.yaml,11700.625,6,614,4273,0.0003,0.01,0.3,0.99,6,1,508,0.999,0.5,77,4504,5,50000,21.632500000000014,57.6,156.33548177083333,164.3046875,284.1025,302.6,502.10133463541666,521.015625,59.70635461807251
run_1764208931,config_421.yaml,11700.625,6,1016,3024,0.0003,0.01,0.3,0.99,6,2,413,0.999,0.5,72,4412,5,50000,20.34051724137933,49.9,158.70568426724137,165.6953125,287.60862068965514,302.9,531.7986597521551,542.9140625,57.68028283119202
run_1764208985,config_422.yaml,11700.625,6,822,3926,0.0003,0.01,0.3,0.99,7,2,126,0.999,0.5,65,599,5,50000,21.28500000000002,79.8,158.6808984375,165.63671875,289.7220000000001,303.1,506.30265625,515.8984375,49.6134831905365
run_1764209047,config_423.yaml,11700.625,6,516,15952,0.0003,0.01,0.3,0.99,6,2,236,0.999,0.5,22,4263,5,50000,18.171929824561424,53.8,157.15361156798247,159.1015625,261.44385964912294,302.1,535.4207099780701,551.34375,56.64261031150818
run_1764209133,config_424.yaml,11700.625,6,886,3083,0.0003,0.01,0.3,0.99,9,4,303,0.999,0.5,35,669,5,50000,13.550310559006222,41.9,158.57230201863354,164.33203125,293.21055900621155,302.9,539.0779309006211,550.109375,80.2120909690857
run_1764209193,config_425.yaml,11700.625,6,731,5801,0.0003,0.01,0.3,0.99,7,1,376,0.999,0.5,37,4690,5,50000,19.99285714285716,49.9,155.55625697544642,164.16015625,279.5955357142858,303.1,510.21902901785717,519.46484375,55.650816679000854
run_1764209240,config_426.yaml,11700.625,6,554,8359,0.0003,0.01,0.3,0.99,2,2,426,0.999,0.5,72,4003,5,50000,26.308333333333355,69.8,154.1054222470238,163.80859375,279.88095238095235,301.4,527.047107514881,543.3984375,41.6024010181427
run_1764209310,config_427.yaml,11700.625,6,458,10203,0.0003,0.01,0.3,0.99,9,4,200,0.999,0.5,105,1962,5,50000,16.565648854961847,51.9,161.51240458015266,163.4296875,265.2305343511451,301.4,535.7826514790077,547.44140625,65.15409469604492
run_1764209385,config_428.yaml,11700.625,6,83,8376,0.0003,0.01,0.3,0.99,6,3,67,0.999,0.5,50,2907,5,50000,15.884285714285731,47.9,156.24801897321427,159.2265625,274.6307142857144,303.3,506.3034598214286,514.67578125,69.67220187187195
run_1764209468,config_429.yaml,11700.625,6,997,14911,0.0003,0.01,0.3,0.99,9,2,478,0.999,0.5,100,1319,5,50000,14.262658227848116,45.9,157.58937401107596,163.67578125,256.3873417721521,303.4,571.9059780458861,593.89453125,78.71942448616028
run_1764209530,config_42.yaml,11700.625,6,351,11441,0.0003,0.01,0.3,0.99,4,2,459,0.999,0.5,41,2384,5,50000,19.856521739130454,53.9,158.8507133152174,160.9375,273.60782608695655,303.3,531.4807065217391,543.96484375,57.14777088165283
