seed,cpu_physical_cores,cpu_logical_cores,cpu_clock_ghz,ram_mb,avg_cpu_usage,avg_ram_usage,peak_cpu_usage,peak_ram_usage,learning_rate,batch_size,buffer_size,hidden_units,num_layers,gamma,strength,keep_checkpoints,max_steps,time_horizon,summary_freq,buffer_init_steps,tau,steps_per_update,init_entcoef,reward_signal_steps_per_update,beta,epsilon,lambd,num_epoch,train_duration_s,final_mean_reward,final_std_reward,steps_to_convergence,algo_sac,os_name_Windows,os_name_macOS,time_to_convergence,converged
0.0,8,8,3.2,8192.0,19.76,605.74,26.86,656.48,0.0003,32.0,115872.0,102.0,3.0,0.99,1.0,5.0,2000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1191.716,100.0,0.0,940000.0,False,False,True,570.457,1
0.0,8,8,3.2,8192.0,19.74,593.46,23.76,671.45,0.0003,32.0,129344.0,121.0,1.0,0.99,1.0,5.0,2000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1096.766,100.0,0.0,1190000.0,False,False,True,666.324,1
0.0,8,8,3.2,8192.0,19.77,701.69,22.11,908.66,0.0003,32.0,251232.0,81.0,2.0,0.99,1.0,5.0,2000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1086.342,92.031,24.402,0.0,False,False,True,-1.0,0
0.0,8,8,3.2,8192.0,19.67,758.75,27.45,999.39,0.0003,32.0,254144.0,76.0,2.0,0.99,1.0,5.0,2000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1122.087,100.0,0.0,0.0,False,False,True,-1.0,0
0.0,8,8,3.2,8192.0,19.66,522.87,25.12,559.45,0.0003,32.0,70976.0,93.0,3.0,0.99,1.0,5.0,2000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1128.606,100.0,0.0,630000.0,False,False,True,356.204,1
0.0,8,8,3.2,8192.0,19.74,653.18,24.75,879.56,0.0003,32.0,238208.0,71.0,3.0,0.99,1.0,5.0,2000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1189.432,100.0,0.0,1860000.0,False,False,True,1088.529,1
0.0,8,8,3.2,8192.0,19.51,748.39,22.95,1090.67,0.0003,32.0,340320.0,114.0,1.0,0.99,1.0,5.0,2000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1076.059,5.826,4.883,0.0,False,False,True,-1.0,0
0.0,8,8,3.2,8192.0,20.03,683.33,26.89,829.72,0.0003,32.0,199680.0,116.0,1.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,5303.571,100.0,0.0,1430000.0,False,False,True,779.344,1
0.0,12,14,1.3,16049.62,18.76,938.72,42.94,1351.55,0.0003,32.0,348160.0,99.0,1.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,3662.398,100.0,0.0,2500000.0,False,True,False,3527.474,1
0.0,12,14,1.3,16049.62,19.18,943.62,50.1,1174.77,0.0003,32.0,269280.0,94.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,2064.155,100.0,0.0,0.0,False,True,False,-1.0,0
0.0,12,14,1.3,16049.62,15.46,834.8,38.88,1153.72,0.0003,32.0,258496.0,108.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,6158.174,100.0,0.0,2030000.0,False,True,False,6130.843,1
0.0,12,14,1.3,16049.62,20.84,679.74,38.88,706.86,0.0003,32.0,48768.0,104.0,3.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,407.047,100.0,0.0,420000.0,False,True,False,402.142,1
0.0,12,14,1.3,16049.62,14.74,898.24,43.73,1293.03,0.0003,32.0,322752.0,116.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,5103.279,93.063,18.355,0.0,False,True,False,-1.0,0
0.0,12,14,1.3,16049.62,0.0,0.0,0.0,0.0,0.0003,32.0,348576.0,120.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,0.0,0.0,0.0,0.0,False,True,False,-1.0,0
0.0,12,14,1.3,16049.62,0.0,0.0,0.0,0.0,0.0003,32.0,401280.0,90.0,1.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,0.0,0.0,0.0,0.0,False,True,False,-1.0,0
0.0,12,14,1.3,16049.62,0.0,0.0,0.0,0.0,0.0003,32.0,216064.0,78.0,1.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,0.0,0.0,0.0,0.0,False,True,False,-1.0,0
0.0,12,14,1.3,16049.62,17.08,832.67,36.79,952.84,0.0003,32.0,160640.0,68.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1796.881,100.0,0.0,1160000.0,False,True,False,1783.643,1
0.0,12,14,1.3,16049.62,18.4,970.09,41.62,1340.26,0.0003,32.0,349280.0,104.0,3.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,2643.039,100.0,0.0,2480000.0,False,True,False,2154.118,1
0.0,12,14,1.3,16049.62,18.37,721.03,44.97,767.94,0.0003,32.0,74464.0,85.0,1.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,934.842,100.0,0.0,630000.0,False,True,False,923.275,1
0.0,12,14,1.3,16049.62,17.93,871.36,39.92,1015.48,0.0003,32.0,190848.0,68.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,3525.176,100.0,0.0,1420000.0,False,True,False,3514.455,1
0.0,12,14,1.3,16049.62,16.74,831.52,42.69,944.76,0.0003,32.0,158432.0,104.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1856.753,100.0,0.0,1030000.0,False,True,False,1344.376,1
0.0,12,14,1.3,16049.62,18.57,1111.61,42.97,1536.11,0.0003,32.0,436928.0,87.0,1.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,4885.74,100.0,0.0,3540000.0,False,True,False,4875.508,1
0.0,12,14,1.3,16049.62,19.01,980.13,41.96,1430.84,0.0003,32.0,385152.0,93.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,15537.869,100.0,0.0,2720000.0,False,True,False,15465.85,1
0.0,12,14,1.3,16049.62,20.18,877.34,38.88,1063.17,0.0003,32.0,213120.0,67.0,3.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1646.902,100.0,0.0,1310000.0,False,True,False,1636.8,1
0.0,12,14,1.3,16049.62,17.66,863.84,45.69,1024.51,0.0003,32.0,199008.0,87.0,3.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1241.754,100.0,0.0,1240000.0,False,True,False,1231.256,1
0.0,12,14,1.3,16049.62,18.98,881.13,48.06,1056.29,0.0003,32.0,209984.0,99.0,3.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1357.668,100.0,0.0,1430000.0,False,True,False,1347.107,1
0.0,12,14,1.3,16049.62,18.58,874.13,45.74,1049.92,0.0003,32.0,207456.0,99.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1204.391,100.0,0.0,1320000.0,False,True,False,1194.201,1
0.0,12,14,1.3,16049.62,19.1,1102.55,53.97,1503.45,0.0003,32.0,429728.0,118.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,2924.296,100.0,0.0,3070000.0,False,True,False,2883.815,1
0.0,12,14,1.3,16049.62,19.76,803.01,44.02,894.24,0.0003,32.0,129248.0,105.0,1.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,896.353,100.0,0.0,1070000.0,False,True,False,886.725,1
0.0,12,14,1.3,16049.62,18.81,1039.28,45.04,1364.13,0.0003,32.0,356768.0,90.0,3.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,2566.171,100.0,0.0,2580000.0,False,True,False,2555.899,1
0.0,12,14,1.3,16049.62,20.3,810.1,43.96,896.93,0.0003,32.0,142976.0,79.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1002.384,100.0,0.0,1030000.0,False,True,False,945.957,1
0.0,12,14,1.3,16049.62,18.35,895.95,56.91,1080.41,0.0003,32.0,226368.0,93.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1715.697,100.0,0.0,1730000.0,False,True,False,1565.0,1
0.0,12,14,1.3,16049.62,17.95,918.52,47.08,1384.59,0.0003,32.0,362016.0,118.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,65719.13,100.0,0.0,2560000.0,False,True,False,13540.753,1
0.0,12,14,1.3,16049.62,19.11,824.77,40.89,942.36,0.0003,32.0,163008.0,113.0,3.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1192.206,100.0,0.0,1170000.0,False,True,False,1181.856,1
0.0,12,14,1.3,16049.62,19.82,1042.06,47.05,1322.56,0.0003,32.0,337248.0,76.0,1.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,2574.466,100.0,0.0,2950000.0,False,True,False,2430.241,1
0.0,12,14,1.3,16049.62,18.57,745.32,49.07,804.51,0.0003,32.0,91936.0,70.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,714.302,100.0,0.0,790000.0,False,True,False,704.534,1
0.0,12,14,1.3,16049.62,19.69,956.53,53.21,1172.78,0.0003,32.0,269088.0,89.0,1.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1855.109,100.0,0.0,2200000.0,False,True,False,1845.541,1
0.0,12,14,1.3,16049.62,19.06,727.58,38.51,783.3,0.0003,32.0,78432.0,94.0,1.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,614.304,100.0,0.0,720000.0,False,True,False,604.07,1
0.0,12,14,1.3,16049.62,21.24,767.24,62.39,845.01,0.0003,32.0,107712.0,67.0,3.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,766.622,100.0,0.0,790000.0,False,True,False,756.923,1
0.0,12,14,1.3,16049.62,19.29,716.69,41.96,763.5,0.0003,32.0,68704.0,81.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,566.278,100.0,0.0,610000.0,False,True,False,532.237,1
0.0,12,14,1.3,16049.62,19.12,906.42,49.11,1124.34,0.0003,32.0,247648.0,83.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1640.707,100.0,0.0,1560000.0,False,True,False,1419.277,1
0.0,12,14,1.3,16049.62,19.07,944.65,59.96,1138.1,0.0003,32.0,254368.0,89.0,3.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1791.04,100.0,0.0,1650000.0,False,True,False,1605.332,1
0.0,12,14,1.3,16049.62,19.01,1030.27,45.01,1353.2,0.0003,32.0,359552.0,112.0,1.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,2176.407,100.0,0.0,2590000.0,False,True,False,2166.393,1
0.0,12,14,1.3,16049.62,18.81,1098.46,41.91,1516.16,0.0003,32.0,420608.0,119.0,3.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,2714.926,100.0,0.0,2770000.0,False,True,False,2704.485,1
0.0,12,14,1.3,16049.62,18.07,896.63,44.0,1122.4,0.0003,32.0,241664.0,95.0,3.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1527.734,100.0,0.0,1530000.0,False,True,False,1516.958,1
0.0,12,14,1.3,16049.62,19.87,906.56,51.81,1115.58,0.0003,32.0,244544.0,71.0,3.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1549.194,100.0,0.0,1640000.0,False,True,False,1538.691,1
0.0,12,14,1.3,16049.62,18.23,1007.65,48.75,1300.73,0.0003,32.0,321056.0,104.0,3.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,2057.222,100.0,0.0,1960000.0,False,True,False,2019.415,1
0.0,12,14,1.3,16049.62,18.43,1027.33,40.89,1332.24,0.0003,32.0,341024.0,88.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,2278.288,100.0,0.0,2420000.0,False,True,False,2267.859,1
0.0,12,14,1.3,16049.62,19.36,1083.75,42.94,1492.18,0.0003,32.0,412256.0,70.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,2737.867,100.0,0.0,2920000.0,False,True,False,2708.117,1
0.0,12,14,1.3,16049.62,18.31,886.2,40.95,1039.7,0.0003,32.0,202432.0,121.0,1.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1591.254,100.0,0.0,1660000.0,False,True,False,1546.662,1
0.0,12,14,1.3,16049.62,18.21,875.04,45.16,1006.66,0.0003,32.0,185312.0,115.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1366.97,100.0,0.0,1340000.0,False,True,False,1293.299,1
0.0,12,14,1.3,16049.62,19.4,912.59,49.11,1125.95,0.0003,32.0,247424.0,110.0,1.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1717.455,100.0,0.0,2010000.0,False,True,False,1712.607,1
0.0,12,14,1.3,16049.62,19.42,1077.53,55.23,1483.45,0.0003,32.0,410464.0,69.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,2411.923,100.0,0.0,2500000.0,False,True,False,2326.856,1
0.0,12,14,1.3,16049.62,19.64,707.54,53.17,748.13,0.0003,32.0,61344.0,70.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,524.53,98.555,4.571,530000.0,False,True,False,472.962,1
0.0,12,14,1.3,16049.62,19.2,747.31,47.04,825.56,0.0003,32.0,98400.0,74.0,1.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,688.506,100.0,0.0,820000.0,False,True,False,678.922,1
0.0,12,14,1.3,16049.62,18.29,961.2,44.66,1188.06,0.0003,32.0,278752.0,66.0,3.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1704.576,100.0,0.0,1730000.0,False,True,False,1694.504,1
0.0,12,14,1.3,16049.62,20.21,1005.58,46.0,1453.92,0.0003,32.0,399488.0,113.0,1.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,2908.643,100.0,0.0,2860000.0,False,True,False,2898.505,1
0.0,12,14,1.3,16049.62,18.63,1095.78,48.06,1493.23,0.0003,32.0,417088.0,95.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,2793.344,100.0,0.0,2960000.0,False,True,False,2782.489,1
0.0,12,14,1.3,16049.62,19.31,651.58,36.82,663.35,0.0003,32.0,34848.0,127.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,349.872,100.0,0.0,360000.0,False,True,False,339.713,1
0.0,12,14,1.3,16049.62,19.16,1020.52,47.07,1328.28,0.0003,32.0,337312.0,107.0,1.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,2066.295,100.0,0.0,2430000.0,False,True,False,2056.32,1
0.0,12,14,1.3,16049.62,19.8,1029.27,66.49,1339.68,0.0003,32.0,345536.0,70.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,2311.115,100.0,0.0,2160000.0,False,True,False,1983.972,1
0.0,12,14,1.3,16049.62,17.28,906.98,43.64,1319.55,0.0003,32.0,331840.0,95.0,3.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,3954.575,100.0,0.0,2070000.0,False,True,False,3434.884,1
0.0,12,14,1.3,16049.62,19.43,867.68,51.16,1006.66,0.0003,32.0,187936.0,76.0,3.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1663.288,100.0,0.0,1500000.0,False,True,False,1545.96,1
0.0,12,14,1.3,16049.62,17.0,742.91,41.17,809.98,0.0003,32.0,86016.0,98.0,3.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,863.474,100.0,0.0,570000.0,False,True,False,728.685,1
0.0,12,14,1.3,16049.62,18.09,809.68,40.94,945.46,0.0003,32.0,157792.0,87.0,1.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,1952.95,100.0,0.0,1300000.0,False,True,False,1906.093,1
0.0,12,14,1.3,16049.62,12.62,804.19,29.51,1066.98,0.0003,32.0,213632.0,71.0,3.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,3458.998,100.0,0.0,1310000.0,False,True,False,3439.683,1
0.0,12,14,1.3,16049.62,7.67,1073.68,12.29,1347.33,0.0003,64.0,617600.0,182.0,3.0,0.817805190526165,1.0,5.0,10000000.0,1898.0,50000.0,8289.0,0.0094877854031474,10.0,0.7244913003572728,19.0,0.0,0.0,0.0,0.0,3066.912,100.0,0.0,400000.0,True,True,False,2831.74,1
0.0,12,14,1.3,16049.62,10.0,1800.1,22.46,1866.55,0.0003,64.0,620928.0,265.0,3.0,0.9337687579413874,1.0,5.0,10000000.0,2026.0,50000.0,8977.0,0.0072153852538583,13.0,0.5863838931885306,5.0,0.0,0.0,0.0,0.0,18832.35,100.0,0.0,7600000.0,True,True,False,16156.186,1
0.0,12,14,1.3,16049.62,7.41,1397.57,9.21,2085.93,0.0003,64.0,790912.0,76.0,2.0,0.9688839988600874,1.0,5.0,10000000.0,1697.0,50000.0,1913.0,0.0089954271232814,1.0,0.9895253646800612,16.0,0.0,0.0,0.0,0.0,6770.617,100.0,0.0,300000.0,True,True,False,2671.075,1
0.0,14,20,2.6,32392.73,14.6,1178.66,41.54,1433.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10960.867,100.0,0.0,2460000.0,False,True,False,2824.635,1
0.0,14,20,1.5,32392.73,12.11,822.44,24.36,1210.59,0.0003,32.0,269280.0,94.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,5396.535,100.0,0.0,2050000.0,False,True,False,5386.431,1
0.0,14,20,2.6,32392.73,14.09,1089.44,35.45,1252.5,0.0003,32.0,258496.0,108.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,11284.135,100.0,0.0,1750000.0,False,True,False,2015.014,1
0.0,14,20,2.6,32392.73,11.78,510.42,35.5,768.38,0.0003,32.0,48768.0,104.0,3.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,43568.366,100.0,0.0,630000.0,False,True,False,1548.722,1
0.0,14,20,2.6,32392.73,14.51,1148.78,39.37,1370.99,0.0003,32.0,322752.0,116.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,11561.218,100.0,0.0,2060000.0,False,True,False,2434.757,1
0.0,14,20,2.6,32392.73,15.77,1025.83,40.11,1390.77,0.0003,32.0,348576.0,120.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,2608.32,100.0,0.0,2750000.0,False,True,False,2579.427,1
0.0,14,20,2.6,32392.73,15.37,966.86,41.25,1061.65,0.0003,32.0,160640.0,68.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,10633.253,100.0,0.0,1010000.0,False,True,False,1149.808,1
0.0,14,20,2.6,32392.73,15.23,1096.77,43.69,1428.29,0.0003,32.0,349280.0,104.0,3.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,16763.125,100.0,0.0,2460000.0,False,True,False,2624.244,1
0.0,14,20,2.6,32392.73,14.99,760.5,36.51,818.23,0.0003,32.0,74464.0,85.0,1.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,862.3829999999999,100.0,0.0,630000.0,False,True,False,851.47,1
0.0,14,20,1.5,32392.73,16.5,773.49,45.26,1055.53,0.0003,32.0,190848.0,68.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,11004.662,100.0,0.0,1290000.0,False,True,False,3466.989,1
0.0,14,20,2.6,32392.73,14.23,970.08,40.81,1063.04,0.0003,32.0,158432.0,104.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,11879.125,100.0,0.0,1130000.0,False,True,False,1403.855,1
0.0,14,20,2.6,32392.73,13.2,867.75,33.7,1583.45,0.0003,32.0,436928.0,87.0,1.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,8475.117,100.0,0.0,3150000.0,False,True,False,7396.853,1
0.0,14,20,2.6,32392.73,13.62,1202.32,32.92,1496.43,0.0003,32.0,385152.0,93.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,11470.798,100.0,0.0,2730000.0,False,True,False,3364.149,1
0.0,14,20,1.5,32392.73,16.5,751.77,44.42,1099.01,0.0003,32.0,213120.0,67.0,3.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,10917.769,100.0,0.0,1430000.0,False,True,False,2601.425,1
0.0,14,20,1.5,32392.73,12.8,731.36,45.77,1089.62,0.0003,32.0,207456.0,99.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,22982.973,100.0,0.0,1490000.0,False,True,False,3039.526,1
0.0,14,20,1.5,32392.73,14.45,1145.88,31.51,1557.88,0.0003,32.0,429728.0,118.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,3508.932,100.0,0.0,2740000.0,False,True,False,3235.932,1
0.0,14,20,2.6,32392.73,12.7,928.53,36.04,1075.57,0.0003,32.0,197600.0,126.0,3.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,2228.867,100.0,0.0,1620000.0,False,True,False,2213.857,1
0.0,14,20,2.6,32392.73,12.28,657.82,48.73,933.02,0.0003,32.0,129248.0,105.0,1.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,17596.865,100.0,0.0,1200000.0,False,True,False,2489.601,1
0.0,14,20,2.6,32392.73,13.58,1175.76,38.1,1437.47,0.0003,32.0,356768.0,90.0,3.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,12452.297,100.0,0.0,2430000.0,False,True,False,2980.76,1
0.0,14,20,1.5,32392.73,12.04,649.63,45.86,956.71,0.0003,32.0,142976.0,79.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,30608.625,100.0,0.0,1080000.0,False,True,False,1174.645,1
0.0,14,20,2.6,32392.73,13.69,1036.88,36.29,1173.4,0.0003,32.0,226368.0,93.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,11330.138,100.0,0.0,1580000.0,False,True,False,1812.399,1
0.0,14,20,1.5,32392.73,15.34,906.54,45.14,1420.19,0.0003,32.0,362016.0,118.0,2.0,0.99,1.0,5.0,10000000.0,64.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.005,0.2,0.95,3.0,17422.424,100.0,0.0,2300000.0,False,True,False,5157.75,1
